sn,Category,Sub-Category,Brand,Suvidhaa SKU,Product Title,Product Description,Product Image Link,Points
543,Kitchen Appliances,Soup Maker,WONDERCHEF,SIL-2439,Wonderchef Soup Maker,"Wonderchef Automatic Soup Maker | 1.0 Litre | 800W Heater | SS Blades & Bowl (Jug) | Soup in just 20 mins | 2 Years Warranty | White, Green & steel",SIL-2439,10400
544,Home Appliance,Blender,WONDERCHEF,SIL-2442,Wonderchef Blender,Wonderchef Nutri Cook Heater Blender 1250 W - Black,SIL-2442,15000
545,Kitchen Appliances,Nutri Pot,WONDERCHEF,SIL-2443,Wonderchef Nutri Pot,"Wonderchef Nutri-Pot Electric Pressure Cooker with 7-in-1 Functions, 3L, Aluminium, Black, Outer Lid",SIL-2443,9000
546,Kitchen Appliances,Induction Cooktop,WONDERCHEF,SIL-2445,Wonderchef Cooktop,"Wonderchef Octavia 4 Burner Glass Hob Top Cooktop, Black 8mm Toughened Glass with 2 Years Warranty, Ergonomic Knobs, Forged Brass Burners, Stainless Steel Drip Tray, Manual Ignition",SIL-2445,16700
547,Kitchen Appliances,Oven Toaster Griller ,WONDERCHEF,SIL-2446,Wonderchef OTG,"Wonderchef Oven Toaster Griller (OTG) - 28 Litres, Black - with Rotisserie,Auto-shut off, heat-resistant tempered glass, Multi-stage heat selection",SIL-2446,11200
548,Home Appliance,Coffee Maker,WONDERCHEF,SIL-2447,Wonderchef Coffee Machine,Wonderchef Regalia Espresso Coffee Maker 5 Bar | with Steamer for Cappuccino & Latte | Steam Tube for Froth | Metal Porta Filter & Heat-Resistant Carafe | Works with Coffee Powder | 2 Years Warranty | Steel,SIL-2447,9500
549,Audio,Soundbar,Yamaha,SIL-2449,Yamaha Soundbar,Yamaha Audio Sr-B20A Sound Bar with Built-in Subwoofers and Bluetooth,SIL-2449,20490
550,Audio,Airpods,Yamaha,SIL-2450,Yamaha Airpods,"Yamaha Audio TW-E3B Black in-Ear True Wireless Earphone, Bluetooth 5.0, aptX, Long Battery Life, IPX5, with Mic",SIL-2450,8490
551,Audio,Earphone,Yamaha,SIL-2451,Yamaha Earphone,"YAMAHA EP-E30A Wireless Bluetooth in Ear Neckband Headphone with Mic for Phone Call, Listening Care",SIL-2451,4890
552,Audio,Earphone,Yamaha,SIL-2452,Yamaha Earphone,"YAMAHA EP-E50A Wireless Bluetooth in Ear Neckband Headphone with mic for Phone Calls, Active Noise-Cancelling, Ambient Sound, Listening Care",SIL-2452,12400
553,Audio,Earphone,Yamaha,SIL-2453,Yamaha Earphone,"Yamaha Ep-E70A Bluetooth Wireless in Ear Earphones with Mic Advance Noise Cancelling, Ambient Sound Mode, Listening Optimizer, Light Weight",SIL-2453,23600
554,Audio,Soundbar,Yamaha,SIL-2454,Yamaha Soundbar,Yamaha SR-C20A Compact Sound Bar with Built-in Subwoofer and Bluetooth,SIL-2454,20490
555,Audio,Airpods,Yamaha,SIL-2455,Yamaha Airpods,YAMAHA TW-E3B True Wireless Earphones Pink,SIL-2455,8490
556,Audio,Airpods,Yamaha,SIL-2456,Yamaha Airpods,"Yamaha TW-E5B True Wireless Earbuds, Bluetooth Headphones, Premium Sound, CVC Clear Voice Capture, Ambient Sound, IPX5 Water Resistant for Sport (black)",SIL-2456,14200
557,Audio,Airpods,Yamaha,SIL-2457,Yamaha Airpods,"YAMAHA TW-E7B True Wireless Earbuds with Bluetooth 5.2, Active Noise Cancelling, True Sound, Qualcomm CVC Clear Voice Capture, Advanced Listening Care and IPX5 Water Resistant for Sport (Black)",SIL-2457,24200
558,Audio,Airpods,Yamaha,SIL-2458,Yamaha Airpods,"Yamaha TW-ES5A True Wireless Sport Earbuds with Bluetooth 5.2, IPX7 Waterproof, Secure Fit, Premium Sound, Qualcomm CVC Clear Voice Capture, Listening Care and Ambient Sound (Blue)",SIL-2458,15700
559,Audio,Soundbar,Yamaha,SIL-2459,Yamaha Soundbar,Yamaha YAS-109 120 Watt Wireless Bluetooth Soundbar with Alexa (Black),SIL-2459,23990
560,Audio,Soundbar,Yamaha,SIL-2460,Yamaha Soundbar,Yamaha YAS-209 200 Watt Wireless Bluetooth Soundbar with Alexa (Black),SIL-2460,37490
561,Audio,Head phone,Yamaha,SIL-2461,Yamaha Head phone,"YAMAHA YH-E500A Wireless Bluetooth On Ear Headphone with mic, Noise canceling, Ambient Sound, Listening Care (Black),YH-E500A Black",SIL-2461,14800
562,Audio,Head phone,Yamaha,SIL-2462,Yamaha Head phone,"YAMAHA YH-E700A Wireless Bluetooth Over Ear Headphones with mic, Advance Noise Cancelling, Ambient Sound, Listening Optimizer (Black)",SIL-2462,29900
563,Audio,Head phone,Yamaha,SIL-2463,Yamaha Head phone,"YAMAHA YH-E700A Wireless Bluetooth Over Ear Headphones with mic, Advance Noise Cancelling, Ambient Sound, Listening Optimizer (White)",SIL-2463,29900
564,Audio,Head phone,Yamaha,SIL-2464,Yamaha Head phone,"YAMAHA YH-L700A 3D Sound Field, Bluetooth Wireless Over Ear Headphone, Advance Noise Canceling, Ambient Sound, Listening Optimizer, Black, with mic (YH-L700A Black)",SIL-2464,43300
565,Audio,Airpods,Motorola,SIL-2468,Motorola Airpods,Motorola Earbuds 2 in-Ear Headphones ,SIL-2468,799
566,Travel & Luggage ,Duffle Bag,Swiss Military,SIL-2508,Swiss Military Duffle Bag,Swiss Military Duffle Cum Backpack - LBP-23,SIL-2508,2490
567,Laptop Backpak,Backpak,Swiss Military,SIL-2514,Swiss Military Backpak,Swiss Military Laptop Backpack LBP88 Black,SIL-2514,2990
568,Travel & Luggage ,Trolley Bag,Samsonite,SIL-2521,Samsonite Trolley Bag,American Tourister Apex Wheel Duffle 57cm Blue,SIL-2521,3000
569,Health care,Massager,iGear,SIL-2523,Igear Massager,"I Gear iMassager: Eye massager with Heat, Air pressure, Compression, Rechargeable, Foldable and portable",SIL-2523,3000
570,Personal Care,Perfumes ,David Beckham,SIL-2524,David Beckham Perfumes,David Beckham Intimately Man EDT 75ml,SIL-2524,3050
571,Television Accessories,STREAMING PLAYER,Amazon,SIL-2534,Amazon Fire Stick,Amazon  Fire TV Stick-4K,SIL-2534,5999
572,Television Accessories,STREAMING PLAYER,Amazon,SIL-2534,Amazon Fire Stick,Amazon Fire TV Stick Lite,SIL-2534,5999
573,Kitchen Appliances,Rice Cooker,Bajaj,SIL-2538,Bajaj Rice Cooker,Bajaj Rice Cooker RCX - 7 � 680014,SIL-2538,4125
574,Audio,Smart Speaker,Amazon,SIL-2543,Amazon Echo Dot,Amazon Echo Dot (3rd Gen) - New and Improved Smart Speaker with Alexa,SIL-2543,4499
575,Audio,Bluetooth Speaker,Google,SIL-2544,Google Speaker,Google Nest Mini,SIL-2544,4499
576,Television Accessories,STREAMING PLAYER,Amazon,SIL-2547,Amazon Fire Stick,Fire TV Stick with all New Alexa voice Remote,SIL-2547,4999
577,Home Appliance,Vaccum Cleaner,Black & Decker,SIL-2552,Black & Decker Vaccum Cleaner,Black & Decker 800 Walts Vaccum Cleaner VH802,SIL-2552,5580
578,Audio,Smart Speaker,Google,SIL-2557,Google Smart Speaker,Google Nest Audio�,SIL-2557,8999
579,Audio,Smart Speaker,Google,SIL-2558,Google Smart Speaker,Google Nest hub 2nd�gen�,SIL-2558,8999
580,Audio,Airpods,Google,SIL-2560,Google Airpods,Google Pixel buds�,SIL-2560,9999
581,Audio,Bluetooth Speaker,BOSE,SIL-2561,Bose Speaker,"Bose Soundlink Micro,Bt Spkr,Ww",SIL-2561,10900
582,Audio,Head Phone,BOSE,SIL-2562,Bose Headphone,Wireless Headphone Soundsport Wireless Hdphn Black Ww- Bose,SIL-2562,13275
583,Audio,Smart Speaker,BOSE,SIL-2563,Bose Speaker,Bose Companion 2 Iii Mtmd Spk Sys Blk Ap,SIL-2563,14400
584,Audio,Airpods,BOSE,SIL-2564,Bose Earbuds,"Bose Sport Earbuds,Black,Ww",SIL-2564,18900
585,Audio,Head Phone,BOSE,SIL-2566,Bose Headphone,Wireless Headphone Quietcomfort 35 Ii Wlss Hdphn Black Ww- Bose,SIL-2566,29363
586,Audio,Airpods,BOSE,SIL-2567,Bose Earbuds,"Bose Quietcomfort Earbuds,Black,Ww",SIL-2567,29400
587,Audio,Airpods,BOSE,SIL-2568,Bose Earbuds,Earbuds Quietcomfort Stone Blue Ww - Bose,SIL-2568,29400
588,Audio,Bluetooth Speaker,BOSE,SIL-2569,Bose Speaker,"Bose Tv Speaker,Kr/In/Th",SIL-2569,34400
589,Audio,Head Phone,BOSE,SIL-2570,Bose Headphone,"Bose Noise Cancelling Hdphs 700,Black,Ww",SIL-2570,34500
590,Audio,Smart Speaker,BOSE,SIL-2571,Bose Speaker,"Bose Bass Module 500,240V,Blk,Ap",SIL-2571,39900
591,Audio,Smart Speaker,BOSE,SIL-2572,Bose Speaker,"Bose Home Speaker 500,Blk,240V,Kr",SIL-2572,44900
592,Audio,Smart Speaker,BOSE,SIL-2573,Bose Speaker,"Bose Smart Sndbr 300,Blk,220V/230V,Kr/In/Th",SIL-2573,54400
593,Mobile phone,Mobile,Samsung,SIL-2581,Samsung Mobile,Samsung A 23 (6/128 GB),SIL-2581,23990
594,Audio,Ear Buds,Samsung,SIL-2584,Samsung Earbuds,Samsung Galaxy Buds Live,SIL-2584,15990
595,Mobile phone,Mobile,Samsung,SIL-2586,Samsung Mobile,Samsung Galaxy S22 Ultra (12/256 GB),SIL-2586,131999
596,E Voucher/Gift card,E Voucher/Gift card,JOYALUKKAS,SIL-3541,Gold Voucher,GOLD E- VOUCHER / CARD�,SIL-3541,100000
597,E Voucher/Gift card,E Voucher/Gift card,YATRA�,SIL-3542,Yatra Travel Voucher,TRAVEL E -VOUCHER / CARD,SIL-3542,150000
598,E Voucher/Gift card,E Voucher/Gift card,HONDA/TVS,SIL-3543,Bike Voucher,BIKE E- VOUCHER / CARD,SIL-3543,150000
599,E Voucher/Gift card,E Voucher/Gift card,HYUNDAI / SKODA/ NISSAN,SIL-3544,Car Voucher,CAR E - VOUCHER / CARD,SIL-3544,700000
600,Mobile phone,Smart phone ,Apple,SIL-3545,Apple Iphone,iPhone 14 Pro Max 128GB Gold,SIL-3545,139900
601,Mobile phone,Smart phone ,Apple,SIL-3546,Apple Iphone,iPhone 14 Pro Max 256GB Gold,SIL-3546,149900
602,Mobile phone,Smart phone ,Apple,SIL-3547,Apple Iphone,iPhone 14 Pro Max 512GB Gold,SIL-3547,169900
603,Mobile phone,Smart phone ,Apple,SIL-3548,Apple Iphone,iPhone 14 Pro Max 1TB Gold,SIL-3548,189900
604,Ipad,Tablets,Apple,SIL-3549,Apple Ipad,Apple Ipad 9th Gen 64 Wifi,SIL-3549,33900
605,Ipad,Tablets,Apple,SIL-3550,Apple Ipad,"Apple Ipad Air M1 64 Gb,10.9 ",SIL-3550,59900
606,Ipad,Tablets,Apple,SIL-3551,Apple Ipad,Apple Ipad Air M1 256 Gb  10.9,SIL-3551,74900
607,Ipad,Tablets,Apple,SIL-3552,Apple Ipad,"Apple Ipad Pro M2 11inch, 128GB",SIL-3552,81900
608,Ipad,Tablets,Apple,SIL-3553,Apple Ipad,"Apple Ipad Pro M2 11inch, 256 GB",SIL-3553,91900
610,Mobile Phone,Smart phone ,Apple,SIL-3555,Apple Iphone,iPhone 14 Pro 128GB Gold,SIL-3555,129900
611,Mobile Phone,Smart phone ,Apple,SIL-3556,Apple Iphone,iPhone 14 Pro 256GB Silver,SIL-3556,139900
612,Mobile Phone,Smart phone ,Apple,SIL-3557,Apple Iphone,iPhone 14 Pro 256GB Gold,SIL-3557,139900
613,Mobile Phone,Smart phone ,Apple,SIL-3558,Apple Iphone,iPhone 14 Pro 512GB Silver,SIL-3558,159900
614,Mobile Phone,Smart phone ,Apple,SIL-3559,Apple Iphone,iPhone 14 Pro 512GB Gold,SIL-3559,159900
615,Mobile Phone,Smart phone ,Apple,SIL-3560,Apple Iphone,iPhone 14 Pro 1TB Silver,SIL-3560,179900
616,Mobile Phone,Smart phone ,Apple,SIL-3561,Apple Iphone,iPhone 14 Pro 1TB Gold,SIL-3561,179900
617,Mobile Phone,Smart phone ,Apple,SIL-3562,Apple Iphone,iPhone 14 Plus 128GB Purple,SIL-3562,89900
618,Mobile Phone,Smart phone ,Apple,SIL-3563,Apple Iphone,iPhone 14 Plus 256GB Starlight,SIL-3563,99900
619,Mobile Phone,Smart phone ,Apple,SIL-3564,Apple Iphone,iPhone 14 Plus 512GB Starlight,SIL-3564,119900
620,Mobile Phone,Smart phone ,Apple,SIL-3565,Apple Iphone,iPhone 14 Plus 512GB Blue,SIL-3565,119900
621,Mobile Phone,Smart phone ,Apple,SIL-3566,Apple Iphone,iPhone 14 128GB Starlight,SIL-3566,79900
622,Mobile Phone,Smart phone ,Apple,SIL-3567,Apple Iphone,iPhone 14 128GB Blue,SIL-3567,79900
623,Mobile Phone,Smart phone ,Apple,SIL-3568,Apple Iphone,iPhone 14 256GB Purple,SIL-3568,89900
624,Mobile Phone,Smart phone ,Apple,SIL-3569,Apple Iphone,iPhone 14 512GB Midnight,SIL-3569,109900
625,Mobile Phone,Smart phone ,Apple,SIL-3570,Apple Iphone,iPhone 14 512GB Blue,SIL-3570,109900
